timestamp,304930
1401580800000,20
1404172800000,62450
1406851200000,53547
1409529600000,28228
1412121600000,20208
1414800000000,16744
1417392000000,16702
1420070400000,18529
1422748800000,17570
1425168000000,18889
1427846400000,19519
1430438400000,19261
1433116800000,19518
1435708800000,27275
1438387200000,31354
1441065600000,35834
1443657600000,36178
1446336000000,29720
1448928000000,33157
1451606400000,42322
1454284800000,40166
1456790400000,39345
1459468800000,34174
1462060800000,32941
1464739200000,38486
1467331200000,39683
1470009600000,55141
1472688000000,50338
1475280000000,48001
1477958400000,42720
1480550400000,37381
1483228800000,37434
1485907200000,42677
1488326400000,36179
1491004800000,32278
1493596800000,30764
1496275200000,29466
1498867200000,38020
1501545600000,29593
1504224000000,29124
1506816000000,31647
1509494400000,32111
1512086400000,32615
1514764800000,30976
1517443200000,25783
1519862400000,23439
1522540800000,19593
1525132800000,18483
1527811200000,20832
1530403200000,20387
1533081600000,19884
1535760000000,20381
1538352000000,21804
1541030400000,24199
1543622400000,36913
1546300800000,33900
1548979200000,30621
1551398400000,18997
1554076800000,18742
1556668800000,17703
1559347200000,17004
1561939200000,23751
1564617600000,18376
1567296000000,18809
1569888000000,47500
1572566400000,31714
1575158400000,38088
1577836800000,34544
1580515200000,33921
1583020800000,42396
1585699200000,39947
1588291200000,35923
1590969600000,33699
1593561600000,27512
1596240000000,25994
1598918400000,29380
1601510400000,36561
1604188800000,33403
1606780800000,32524
1609459200000,30006
1612137600000,50209
1614556800000,29638
1617235200000,30984
1619827200000,33759
1622505600000,32713
1625097600000,36802
1627776000000,34139
1630454400000,33682
1633046400000,33361
1635724800000,60269
1638316800000,70692
1640995200000,55031
1643673600000,46477
1646092800000,46292
1648771200000,50004
1651363200000,51601
1654041600000,56376
1656633600000,60660
1659312000000,67415
1661990400000,61694
1664582400000,92850
1667260800000,64494
1669852800000,72690
1672531200000,112648
1674777600000,101632
1674864000000,112648
1674950400000,103181
1675036800000,106620
1675123200000,106499
1675209600000,89937
1675296000000,67168
1675382400000,68051
1675468800000,72112
1675555200000,96333
1675641600000,66554
1675728000000,68204
1675814400000,84875
1675900800000,82762
1675987200000,97965
1676073600000,95283
1676160000000,99039
1676246400000,79761
1676332800000,67510
1676419200000,83673
1676505600000,90286
1676592000000,93095
1676678400000,92407
1676764800000,63680
1676851200000,49532
1676937600000,57252
1677024000000,98910
1677110400000,99821
1677196800000,102075
1677283200000,99623
1677369600000,99863
1677456000000,62452
1677542400000,61261
1677628800000,62290
1677715200000,62027
1677801600000,64885
1677888000000,67213
1677974400000,67342
1678060800000,61298
1678147200000,62518
1678233600000,64430
1678320000000,63697
1678406400000,55667
1678492800000,41902
1678579200000,41950
1678665600000,40999
1678752000000,42944
1678838400000,63044
1678924800000,62877
1679011200000,64498
1679097600000,65822
1679184000000,67422
1679270400000,63790
1679356800000,62933
1679443200000,49254
1679529600000,39049
1679616000000,66098
1679702400000,67724
1679788800000,66923
1679875200000,63851
1679914834000,59416
1679918413000,60800
1679922073000,62252
1679925682000,63327
1679929294000,63708
1679932884000,63851
1679936495000,63244
1679940059000,63149
1679943702000,61988
1679947291000,61108
1679950896000,59154
1679954478000,57867
1679958038000,57448
1679961757000,56774
1679965275000,57410
1679968901000,58569
1679972448000,59242
1679976073000,58520
1679979697000,56524
1679983239000,56746
1679986855000,57230
1679990434000,57919
1679994049000,58782
1679997610000,59633
1680001259000,59691
1680004833000,60914
1680008494000,62150
1680012076000,63386
1680015678000,63397
1680019245000,31340
1680022842000,45905
1680026452000,54001
1680030080000,50560
1680033693000,59977
1680037290000,58198
1680040893000,59233
1680044455000,59555
1680048094000,17008
1680051623000,49462
1680055253000,53602
1680058894000,54258
1680062460000,53522
1680066038000,53098
1680069677000,53547
1680073237000,53759
1680076895000,54487
1680080473000,54664
1680084062000,55244
1680087635000,56452
1680091270000,57615
1680094886000,59317
1680098437000,60358
1680102040000,60019
1680105656000,60601
1680109216000,60194
1680112872000,61576
1680116464000,62063
1680120089000,60825
1680123698000,48846
1680127308000,44579
1680130898000,52015
1680134484000,51335
1680138111000,50993
1680141678000,50201
1680145259000,50024
1680148839000,48596
1680152483000,48155
1680156056000,46777
1680159627000,46104
1680163234000,45938
1680166818000,44850
1680170434000,38553
1680174015000,43445
1680177680000,47691
1680181285000,48162
1680184876000,50081
1680188422000,52232
1680192050000,52213
1680195637000,50698
1680199302000,48182
1680202894000,47291
1680206470000,45523
1680210090000,43701
1680213681000,42721
1680217276000,41833
1680220845000,41397
1680224450000,41869
1680228097000,41640
1680231699000,41994
1680235299000,41208
1680238845000,41230
1680242428000,40870
1680246049000,41795
1680249637000,42472
1680253235000,43490
1680256867000,44908
1680260455000,46913
1680264037000,48486
1680267632000,50068
1680271232000,49873
1680274877000,49899
1680278499000,50403
1680282032000,48202
1680285690000,48870
1680289276000,49104
1680292879000,48438
1680296493000,46881
1680300084000,44199
1680303695000,41952
1680307331000,39301
1680310891000,38743
1680314495000,38121
1680318095000,37631
1680321650000,36043
1680325282000,35127
1680328870000,34289
1680332484000,35986
1680336038000,36200
1680339657000,37023
1680343331000,37938
1680346836000,36469
1680350417000,37090
1680354088000,38915
1680357697000,38601
1680361230000,37707
1680364905000,37517
1680368499000,36654
1680372082000,36534
1680375663000,36078
1680379299000,35392
1680382895000,33584
1680386463000,31664
1680390101000,30681
1680393674000,33409
1680397296000,33810
1680400904000,34311
1680404497000,35967
1680408062000,36670
1680411652000,36292
1680415288000,36887
1680418894000,35527
1680422522000,36698
1680426073000,38028
1680429687000,39061
1680433267000,39036
1680436884000,39434
1680440457000,40718
1680444060000,41294
1680447701000,41062
1680451273000,41401
1680454899000,41265
1680458496000,41507
1680462080000,39724
1680465642000,38152
1680469306000,35625
1680472855000,34039
1680476501000,33978
1680480098000,34795
1680483633000,34859
1680487255000,34800
1680490900000,32564
1680494491000,31366
1680498093000,31316
1680501727000,30914
1680505294000,30916
1680508830000,31465
1680512414000,31648
1680516037000,32699
1680519608000,33188
1680523273000,34945
1680526831000,36405
1680530469000,37860
1680534029000,38765
1680537633000,39395
1680541217000,41624
1680544880000,41591
1680548457000,40638
1680552076000,41541
1680555680000,39889
1680559292000,39172
1680562837000,35895
1680566482000,35521
1680570088000,35586
1680573650000,35545
1680577210000,35866
1680580886000,36590
1680584481000,37074
1680588022000,36875
1680591625000,37034
1680595280000,37118
1680598885000,37492
1680602460000,38890
1680606082000,39908
1680609630000,41535
1680613267000,42232
1680616838000,38908
1680620466000,48295
1680624032000,63060
1680627617000,62538
1680631288000,63247
1680634829000,62487
1680638417000,59106
1680642037000,57193
