timestamp,346930
1483228800000,12
1485907200000,5
1488326400000,2
1491004800000,5
1493596800000,4
1496275200000,1
1498867200000,6
1501545600000,18
1504224000000,12
1506816000000,5
1509494400000,3
1512086400000,2
1514764800000,3
1517443200000,0
1519862400000,0
1522540800000,0
1525132800000,0
1527811200000,0
1530403200000,0
1533081600000,0
1535760000000,0
1538352000000,0
1541030400000,0
1543622400000,0
1546300800000,0
1548979200000,0
1551398400000,2
1554076800000,1
1556668800000,0
1559347200000,0
1561939200000,0
1564617600000,0
1567296000000,0
1569888000000,0
1572566400000,0
1575158400000,0
1577836800000,0
1580515200000,0
1583020800000,1
1585699200000,0
1588291200000,0
1590969600000,0
1593561600000,0
1596240000000,1
1598918400000,0
1601510400000,0
1604188800000,0
1606780800000,0
1609459200000,0
1612137600000,0
1614556800000,0
1617235200000,0
1619827200000,1
1622505600000,0
1625097600000,0
1627776000000,0
1630454400000,0
1633046400000,0
1635724800000,0
1638316800000,0
1640995200000,0
1643673600000,0
1646092800000,0
1648771200000,0
1651363200000,0
1654041600000,0
1656633600000,0
1659312000000,0
1661990400000,0
1664582400000,0
1667260800000,0
1669852800000,0
1672531200000,0
1674777600000,0
1675036800000,0
1675209600000,0
1675555200000,0
1675728000000,0
1676332800000,0
1676419200000,0
1676505600000,0
1676678400000,0
1676764800000,0
1676851200000,0
1676937600000,0
1677369600000,0
1677456000000,0
1677628800000,0
1677715200000,0
1678060800000,0
1678320000000,0
1678492800000,0
1678579200000,0
1678752000000,0
1678838400000,0
1678924800000,0
1679097600000,0
1679270400000,0
1679356800000,0
1679443200000,0
1679616000000,0
1679702400000,0
1679788800000,0
1680201058000,0
1680253660000,0
1680401797000,0
1680468110000,0
1680554578000,0
1680642871000,0
1680746532000,0
1680765751000,0
1680896768000,0
1680964291000,0
1681018858000,0
1681067598000,0
1681075053000,0
1681585558000,0
1681831375000,0
1681942764000,0
1682457727000,0
